company,price_return,weight,weighted_return
STANDARINS,0.0,0.009629915134138384,0.0
SUNLIFEINS,0.0,0.01965747803188636,0.0
TAKAFULINS,0.0,0.010865522287701993,0.0
TILIL,0.0,0.01190857211243453,0.0
UNIONINS,0.0,0.0130020822890102,0.0
UNITEDINS,0.0,0.009586655786907582,0.0
AAMRANET,0.0,0.07918648958961352,0.0
AAMRATECH,0.0,0.03971498792700843,0.0
ADNTEL,0.0,0.18340490196798492,0.0
AGNISYSL,0.0,0.09141796494906827,0.0
BDCOM,0.0,0.06769096386686793,0.0
DAFODILCOM,0.0,0.11023161674384711,0.0
EGEN,-0.004784688995215336,0.07302659318884885,-0.0003494095367887523
GENEXIL,0.0,0.1410027300851019,0.0
INTECH,0.0,0.0299405569398059,0.0
ISNLTD,0.0,0.024394105213237725,0.0
ITC,0.0,0.15998908952861537,0.0
JUTESPINN,0.0,0.12176622110713341,0.0
NORTHERN,0.0,0.10621346001446952,0.0
SONALIANSH,0.0,0.7720203188783971,0.0
AMANFEED,0.0,0.012515393161666723,0.0
ARAMIT,0.0,0.004939458998375004,0.0
BERGERPBL,0.0,0.03963988760417064,0.0
BEXIMCO,0.0,0.7227048890778814,0.0
BSC,-0.003051881993896277,0.07449435976986568,-0.0002273479952284843
GQBALLPEN,-0.0022271714922049712,0.011757747149927639,-2.6186519264873087e-05
HAMI,0.0,0.005632817760994821,0.0
INDEXAGRO,0.0,0.01407596923556932,0.0
KBPPWBIL,0.0007936507936507908,0.08045918153577411,6.385649328236018e-05
MIRACLEIND,0.0,0.0075891990269589,0.0
NFML,0.0,0.007639182188797554,0.0
SINOBANGLA,0.0,0.009382426144825956,0.0
SKTRIMS,0.0,0.006181228368074009,0.0
USMANIAGL,0.0,0.0029882599771181738,0.0
1JANATAMF,0.0,0.03448334010632779,0.0
1STPRIMFMF,-0.004115226337448541,0.021491575927813214,-8.8442699291412e-05
ABB1STMF,0.0,0.034781464407580856,0.0
AIBL1STIMF,0.0,0.023651970472083186,0.0
CAPITECGBF,0.01333333333333342,0.019176183659475207,0.0002556824487930044
CAPMBDBLMF,0.0,0.018546616891413088,0.0
CAPMIBBLMF,0.0,0.008913944279024049,0.0
DBH1STMF,0.0,0.028091255026482506,0.0
EBL1STMF,0.0,0.02975437926977859,0.0
EBLNRBMF,0.0,0.033328802799878106,0.0
EXIM1STMF,0.0,0.02481809099274373,0.0
FBFIF,0.0,0.056656513187743236,0.0
GLDNJMF,0.0,0.013783389688903651,0.0
GRAMEENS2,0.0,0.08539213548216683,0.0
GREENDELMF,0.0,0.02554460386787658,0.0
ICB3RDNRB,0.0,0.01997517651059251,0.0
ICBAGRANI1,0.0,0.015054564213925169,0.0
ICBAMCL2ND,0.0,0.014046189360815685,0.0
ICBEPMF1S1,0.0,0.015598066733744516,0.0
ICBSONALI1,0.0,0.019709975393402655,0.0
IFIC1STMF,0.0,0.024832078560273894,0.0
IFILISLMF1,0.0,0.021531448981482626,0.0
LRGLOBMF1,0.0,0.04629323051519741,0.0
MBL1STMF,0.0,0.019981837122966833,0.0
NCCBLMF1,0.0,0.02340168499250111,0.0
PF1STMF,0.0,0.011010400047349071,0.0
PHPMF1,0.0,0.03946498047330808,0.0
POPULAR1MF,0.0,0.043907864493898496,0.0
PRIME1ICBA,0.0,0.019211562222535002,0.0
RELIANCE1,0.0,0.03947432313271815,0.0
SEMLFBSLGF,0.0,0.01641125779069285,0.0
SEMLIBBLSF,0.0,0.01563204944994004,0.0
SEMLLECMF,0.02150537634408578,0.019370148231447438,0.00041656232755800474
TRUSTB1MF,0.0,0.05148198276013369,0.0
VAMLBDMF1,0.0,0.032915708639554835,0.0
VAMLRBBF,0.0,0.03228120431422934,0.0
BPML,-0.005747126436781436,0.22923425943812756,-0.0013174382726328772
HAKKANIPUL,0.06763285024154597,0.07492545351191701,0.005067421976651398
KPPL,0.0,0.10076938661932276,0.0
MAGURAPLEX,-0.005434782608695565,0.16560306294256566,-0.0009000166464269729
MONOSPOOL,-0.005576208178438624,0.23673246037594026,-0.0013200694816502157
SONALIPAPR,0.00884955752212413,0.19273537711212668,0.0017056228063020516
ACI,0.0,0.03410886752748941,0.0
ACIFORMULA,0.0,0.007961562567147274,0.0
ACMELAB,-0.0012953367875647714,0.03427527919956209,-4.439803005124639e-05
ACMEPL,-0.0066225165562914245,0.005035511810080855,-3.334776033166146e-05
ACTIVEFINE,0.0,0.006925616050806495,0.0
ADVENT,0.0,0.003612052763597773,0.0
AFCAGRO,0.0,0.0024857539662631154,0.0
AMBEEPHA,0.0,0.001751900883029325,0.0
ASIATICLAB,0.0,0.01195947998498736,0.0
BEACONPHAR,0.0,0.0586567747711703,0.0
BXPHARMA,-0.009970089730807596,0.11285432319719138,-0.0011251677287855593
CENTRALPHL,-0.00819672131147553,0.00488002784697559,-4.0000228253898865e-05
FARCHEM,0.0,0.008649604008260517,0.0
GHCL,0.0,0.0017310740893149907,0.0
IBNSINA,0.0,0.019687422325843088,0.0
IBP,0.0,0.004706807685333175,0.0
JHRML,-0.005736137667303853,0.016082624393803115,-9.225214757439385e-05
JMISMDL,0.0,0.003197343989450336,0.0
KEYACOSMET,0.0,0.010624986295491337,0.0
KOHINOOR,0.0,0.034942873415438704,0.0
LIBRAINFU,0.006250000000000089,0.004336502179025635,2.7103138618910605e-05
MARICO,0.0,0.030548771647823856,0.0
NAVANAPHAR,0.0,0.014538043151083365,0.0
ORIONINFU,0.0014285714285713347,0.0154528368190636,2.2075481170089407e-05
ORIONPHARM,0.0,0.019267474167435076,0.0
PHARMAID,-0.00789889415481837,0.005459532904034509,-4.3124272543716744e-05
RECKITTBEN,0.0,0.007562623036476361,0.0
RENATA,-0.003308036582992724,0.10433788955335369,-0.00034515355563474834
SALVOCHEM,0.017021276595744483,0.004239507830955553,7.216183542051921e-05
SILCOPHL,0.0,0.0037863566226973453,0.0
SILVAPHL,0.0,0.0030541206621283496,0.0
SQURPHARMA,-0.001389532190829157,0.39309164402349683,-0.0005462134933166046
TECHNODRUG,0.0,0.0058507584643198605,0.0
WATACHEM,0.0,0.004344052166869612,0.0
EHL,-0.005134788189987249,0.4300609857297844,-0.002208272070499572
SAIFPOWER,0.0,0.20694847028503655,0.0
SAMORITA,0.014729950900163713,0.08967690602316283,0.0013209364225997841
SAPORTL,0.0,0.2733136379620163,0.0
APEXFOOT,0.0,0.21970671778957476,0.0
APEXTANRY,0.0,0.06624524513076753,0.0
BATASHOE,0.0,0.3259736987512374,0.0
FORTUNE,0.0,0.18458342477408837,0.0
LEGACYFOOT,0.0,0.1613098464590892,0.0
SAMATALETH,0.0,0.04218106709524255,0.0
BSCPLC,0.0,0.0940627300629159,0.0
GP,0.0,0.6842493429163566,0.0
ROBI,0.003875968992248069,0.22168792702072743,0.0008592555310880923
ACFL,0.0,0.014170402991512579,0.0
AIL,0.0062893081761006275,0.02641294529547876,0.00016611915280175316
AL-HAJTEX,0.014615384615384697,0.033048520872318105,0.00048301684351849806
ALIF,0.0,0.017574547750134607,0.0
ALLTEX,0.0,0.0065978382790755135,0.0
ANLIMAYARN,0.0,0.003604178469559207,0.0
APEXSPINN,-0.006772009029345383,0.008488088449182075,-5.7481411619743255e-05
ARGONDENIM,0.0,0.023815439104126004,0.0
CNATEX,0.0,0.01224935317788051,0.0
DACCADYE,0.0,0.01688125284792171,0.0
DELTASPINN,0.0,0.012638236990404669,0.0
DSHGARME,0.0,0.007750174683564042,0.0
DSSL,0.0,0.02386506289884401,0.0
DULAMIACOT,0.03359462486002229,0.007571551889066533,0.0002543634453213833
ENVOYTEX,0.0,0.04060279579744775,0.0
ESQUIRENIT,0.0,0.025164624051722453,0.0
ETL,0.0,0.01797074224942072,0.0
FAMILYTEX,0.0,0.013220222432651668,0.0
FEKDIL,-0.012345679012345623,0.01860841967936807,-0.00022973357628849366
GENNEXT,0.0,0.018135368508095138,0.0
HFL,0.0,0.006385083443582127,0.0
HRTEX,0.0,0.008493288166997673,0.0
HWAWELLTEX,0.0,0.018562153345826338,0.0
KTL,0.0,0.014708625395590716,0.0
MAKSONSPIN,-0.015873015873015595,0.016754736311712336,-0.00026594819542400067
MALEKSPIN,-0.004166666666666652,0.039484886950206875,-0.00016452036229252807
MATINSPINN,0.0,0.05016893040662953,0.0
METROSPIN,0.0,0.008387651166456485,0.0
MHSML,0.0,0.014923876571577541,0.0
MITHUNKNIT,0.0,0.006888100222375138,0.0
MLDYEING,-0.010309278350515427,0.025105276726649757,-0.00025881728584174914
MONNOFABR,0.0,0.018285676084516082,0.0
NEWLINE,-0.013157894736842035,0.006623006688067045,-8.714482484298697e-05
NURANI,0.0,0.004392030538662262,0.0
PDL,0.0,0.013926090604998644,0.0
PRIMETEX,0.0,0.004487951548876358,0.0
PTL,0.020134228187919323,0.05168555705988352,0.0010406487998634193
QUEENSOUTH,0.0,0.015329565939263726,0.0
RAHIMTEXT,0.0,0.00692706681608304,0.0
REGENTTEX,0.0,0.0035048090073908343,0.0
RINGSHINE,0.0,0.016484880527463986,0.0
SAFKOSPINN,0.0,0.004251197965883722,0.0
SAIHAMCOT,0.0,0.019302520965587364,0.0
SAIHAMTEX,0.0,0.013712272366272243,0.0
SHARPIND,0.0,0.058272313968787175,0.0
SHASHADNIM,0.011173184357541999,0.023000107281283273,0.0002569844388970221
SHEPHERD,0.0,0.02228625855637548,0.0
SIMTEX,0.0,0.014193812080860685,0.0
SONARGAON,0.005747126436781658,0.008338818747671084,4.7924245676271004e-05
SQUARETEXT,0.0,0.060028220381394645,0.0
STYLECRAFT,0.013947001394700287,0.011118252569496482,0.00015506628409339747
TALLUSPIN,0.0,0.005573538231495563,0.0
TAMIJTEX,0.0,0.022571911507183472,0.0
TOSRIFA,0.0,0.012658189979414447,0.0
TUNGHAI,0.0,0.003143714782353245,0.0
VFSTDL,0.027397260273972712,0.00888350332292452,0.00024338365268286453
ZAHEENSPIN,0.0,0.009023496830068074,0.0
ZAHINTEX,0.0,0.003762860522364493,0.0
BESTHLDNG,0.0,0.38941373959550973,0.0
PENINSULA,0.04629629629629628,0.039165447935330805,0.0018132151821912404
SEAPEARL,0.0056285178236397115,0.219888639074545,0.0012376471242469562
UNIQUEHRL,0.0,0.35153217339461446,0.0
ABBANK,0.0,0.009694474632215896,0.0
ALARABANK,0.0,0.038440792311063794,0.0
BANKASIA,0.0,0.02317599177870959,0.0
BRACBANK,0.0,0.15524711147871917,0.0
CITYBANK,0.0,0.052858466337307494,0.0
DHAKABANK,0.0,0.016050914647890213,0.0
DUTCHBANGL,0.0,0.013475934397366374,0.0
EBL,0.0,0.06238900200268312,0.0
EXIMBANK,0.0,0.013941854690833167,0.0
FIRSTSBANK,0.0,0.011501719838759602,0.0
GIB,0.0,0.00625001913034302,0.0
ICBIBANK,0.0,0.0020143403657753556,0.0
IFIC,0.0,0.018724457530729665,0.0
ISLAMIBANK,-0.0022321428571425717,0.16517788158494381,-0.0003687006285377739
JAMUNABANK,0.0,0.021606872152152228,0.0
MERCANBANK,0.012195121951219523,0.01401633211894336,0.00017093087949930942
MIDLANDBNK,0.003984063745019917,0.00893331982326463,3.5590915630536347e-05
MTB,0.0,0.018586891915521257,0.0
NBL,0.0,0.024385960932476674,0.0
NCCBANK,0.0,0.017257258599787093,0.0
NRBBANK,0.0,0.007477511941636977,0.0
NRBCBANK,0.0,0.005237611437736725,0.0
ONEBANKPLC,0.0,0.013708807302834107,0.0
PREMIERBAN,0.0,0.014067576642265264,0.0
PRIMEBANK,0.0,0.0445845976024012,0.0
PUBALIBANK,0.0,0.055003495829966505,0.0
RUPALIBANK,-0.013100436681222738,0.0024873691882133604,-3.258562255301353e-05
SBACBANK,0.0,0.004822645186069957,0.0
SHAHJABANK,0.0,0.025056858273925044,0.0
SIBL,0.0,0.01923089374911124,0.0
SOUTHEASTB,0.0,0.016121065608630046,0.0
STANDBANKL,0.0,0.01116029199419026,0.0
TRUSTBANK,0.0,0.01801153689422626,0.0
UCB,0.0,0.03328351660779323,0.0
UNIONBANK,0.0,0.003361625102379179,0.0
UTTARABANK,-0.009389671361502372,0.032655000369135295,-0.0003066197217759191
ARAMITCEM,0.0,0.006552247509382387,0.0
CONFIDCEM,0.0,0.08320422832548598,0.0
CROWNCEMNT,0.0,0.09159704824751307,0.0
HEIDELBCEM,0.0,0.1371865651796306,0.0
LHB,-0.0036363636363636598,0.5872273337530844,-0.0021353721227385025
MEGHNACEM,0.0,0.02029472267832722,0.0
PREMIERCEM,0.0,0.07393785430657628,0.0
FUWANGCER,0.0,0.15885735263490044,0.0
MONNOCERA,0.0,0.2649763294801298,0.0
RAKCERAMIC,0.0,0.33755228466014603,0.0
SPCERAMICS,0.0,0.19852230209994073,0.0
STANCERAM,0.0,0.040091731124883054,0.0
AIBLPBOND,0.0,0.028474528853288827,0.0
APSCLBOND,0.0,0.031052789764164347,0.0
BEXGSUKUK,0.0,0.7814340628755013,0.0
IBBL2PBOND,0.0,0.037902230003033194,0.0
IBBLPBOND,0.0,0.12113638850401233,0.0
AFTABAUTO,0.0,0.020669248409248237,0.0
ANWARGALV,0.0,0.010590381127093308,0.0
APOLOISPAT,0.0,0.008267320802007832,0.0
ATLASBANG,0.0,0.007368767187612725,0.0
AZIZPIPES,0.0,0.0019371080600616814,0.0
BBS,0.0,0.009728593850994366,0.0
BBSCABLES,0.0,0.019568959452247413,0.0
BDAUTOCA,0.0,0.002472300092382759,0.0
BDLAMPS,0.0,0.004278393325586567,0.0
BDTHAI,0.0,0.009561448023356308,0.0
BENGALWTL,0.0,0.00612791685014766,0.0
BSRMLTD,0.0,0.10158227726626182,0.0
BSRMSTEEL,0.0,0.05039727930215582,0.0
COPPERTECH,0.0,0.007688647629663258,0.0
DESHBANDHU,0.0,0.006320254486443083,0.0
DOMINAGE,0.008620689655172376,0.006558067515043061,5.6535064784853724e-05
ECABLES,0.0,0.010180128901145068,0.0
GOLDENSON,0.0,0.010246910264391272,0.0
GPHISPAT,0.005181347150258864,0.04291577386789231,0.00022236152263155763
IFADAUTOS,0.0042194092827005925,0.022551508166967982,9.515404289860293e-05
KDSALTD,0.0,0.008789197891581939,0.0
MIRAKHTER,0.0,0.013317861764511062,0.0
MONNOAGML,0.0,0.008678920752535176,0.0
NAHEEACP,0.0,0.007897681514434846,0.0
NAVANACNG,0.0,0.007515766562706209,0.0
NPOLYMER,0.0,0.011520360431878904,0.0
NTLTUBES,0.0,0.011500016260886137,0.0
OAL,0.02631578947368407,0.0076783170805954405,0.0002020609758051421
OIMEX,0.0,0.009076463671170293,0.0
QUASEMIND,0.0,0.0157389337087733,0.0
RANFOUNDRY,0.0,0.005883054884565613,0.0
RENWICKJA,0.0,0.005591661106407723,0.0
RSRMSTEEL,0.0,0.005937953811970869,0.0
RUNNERAUTO,0.0,0.01315797809148292,0.0
SALAMCRST,0.0,0.008723377682995007,0.0
SHURWID,0.0,0.002923614402013343,0.0
SINGERBD,0.0,0.041273217468049565,0.0
SSSTEEL,0.0,0.010835652855198998,0.0
WALTONHIL,0.0,0.42704688577482464,0.0
WMSHIPYARD,0.0,0.01185373832670985,0.0
YPL,0.0,0.006048061376005818,0.0
BAYLEASING,0.0,0.017320436486426512,0.0
BDFINANCE,0.0,0.04992034285258803,0.0
BIFC,0.0,0.012288343428493142,0.0
DBH,0.0,0.1104959224582456,0.0
FAREASTFIN,0.0,0.010083073317178436,0.0
FASFIN,0.0,0.011644639374797353,0.0
FIRSTFIN,0.0,0.006260957116047151,0.0
GSPFINANCE,0.0,0.018271344011020152,0.0
